grid_id,target_month,year,month,label,label_name,degraded_fraction,healthy_fraction,clear_fraction,forest_fraction,valid_forest_fraction,mean_ndvi,hansen_fraction,hansen_available,lon,lat,x_utm,y_utm,source_csv,spatial_split,rgb_nodata_fraction
grid_433280_9386880,2024_01,2024,1,0,hutan_sehat,0.0,0.9973362785862786,0.939453125,1.0,0.939453125,0.8272908947045238,0.0,1,104.39761343515931,-5.546608586474274,433280.0,9386880.0,metadata_patches_2024.csv,train,0.060546875
grid_433280_9388160,2024_01,2024,1,0,hutan_sehat,6.629541235746487e-05,0.9848183505701406,0.920654296875,1.0,0.920654296875,0.8256707087723257,0.0,1,104.3976251665051,-5.535029753235305,433280.0,9388160.0,metadata_patches_2024.csv,train,0.079345703125
grid_433280_9389440,2024_01,2024,1,0,hutan_sehat,0.0,0.9994499786102792,0.99871826171875,1.0,0.99871826171875,0.8464360062573383,0.0,1,104.39763687295915,-5.523450915475817,433280.0,9389440.0,metadata_patches_2024.csv,test,0.00128173828125
grid_433280_9390720,2024_01,2024,1,0,hutan_sehat,0.00015010427832511878,0.9782348796428578,0.81378173828125,1.0,0.8136801924877198,0.8274910991625508,0.0,1,104.397648554478,-5.511872073199698,433280.0,9390720.0,metadata_patches_2024.csv,val,0.18621826171875
grid_434560_9374080,2024_01,2024,1,0,hutan_sehat,0.0007897334649555774,0.9947351102336296,0.961669921875,0.96575927734375,0.9603109397712192,0.8572560316241101,0.0,1,104.4090531850194,-5.662408565953875,434560.0,9374080.0,metadata_patches_2024.csv,train,0.038330078125
grid_434560_9375360,2024_01,2024,1,0,hutan_sehat,6.2000124000248e-05,0.9996279992559984,1.0,0.98443603515625,1.0,0.8641040501993537,0.0,1,104.40906493564216,-5.650829754193816,434560.0,9375360.0,metadata_patches_2024.csv,test,0.0
grid_434560_9376640,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,1.0,1.0,0.88365189356142,0.0,1,104.40907666187672,-5.639250937662561,434560.0,9376640.0,metadata_patches_2024.csv,train,0.0
grid_434560_9377920,2024_01,2024,1,0,hutan_sehat,0.0,0.99889387328704,0.99322509765625,1.0,0.99322509765625,0.8712560156284975,0.0,1,104.40908836358405,-5.627672116564365,434560.0,9377920.0,metadata_patches_2024.csv,train,0.00677490234375
grid_434560_9379200,2024_01,2024,1,0,hutan_sehat,0.0024937926583496,0.9873810028575196,0.9069486730415406,0.8443603515625,0.899812057250253,0.8686192592119971,0.0772010987422292,1,104.40910004087095,-5.61609329090722,434560.0,9379200.0,metadata_patches_2024.csv,train,0.07342529296875
grid_434560_9380480,2024_01,2024,1,0,hutan_sehat,0.0006359799184437919,0.9972132698693013,0.9838127585281882,0.96630859375,0.9946942900454776,0.8938953795502511,0.0586786255684689,1,104.40911169372784,-5.604514460648751,434560.0,9380480.0,metadata_patches_2024.csv,train,0.00018310546875
grid_434560_9381760,2024_01,2024,1,0,hutan_sehat,0.0,0.9938753189938024,0.83905029296875,0.998046875,0.8387353228962818,0.8741018796986589,0.0,1,104.40912332216988,-5.592935625681829,434560.0,9381760.0,metadata_patches_2024.csv,train,0.161376953125
grid_434560_9384320,2024_01,2024,1,0,hutan_sehat,7.115411982353779e-05,0.9979365305251174,0.8603515625,0.9967041015625,0.8606246172688303,0.8252043933436738,0.0,1,104.4091465058135,-5.569777942205526,434560.0,9384320.0,metadata_patches_2024.csv,train,0.1396484375
grid_434560_9386880,2024_01,2024,1,0,hutan_sehat,0.0,0.992918244285514,0.8704833984375,1.0,0.8704833984375,0.8114147359291188,0.0,1,104.40916959168555,-5.546620240473107,434560.0,9386880.0,metadata_patches_2024.csv,train,0.1295166015625
grid_434560_9388160,2024_01,2024,1,0,hutan_sehat,0.0,0.9992623555446276,0.992919921875,1.0,0.992919921875,0.8373112348811013,0.0,1,104.40918109803629,-5.535041382714788,434560.0,9388160.0,metadata_patches_2024.csv,train,0.007080078125
grid_434560_9389440,2024_01,2024,1,0,hutan_sehat,0.0,0.99993896484375,1.0,1.0,1.0,0.8262842596044084,0.0,1,104.40919257990612,-5.523462520555205,434560.0,9389440.0,metadata_patches_2024.csv,train,0.0
grid_434560_9390720,2024_01,2024,1,0,hutan_sehat,0.0,0.99774169921875,1.0,1.0,1.0,0.8254682495437011,0.00115966796875,1,104.40920403741018,-5.511883653758669,434560.0,9390720.0,metadata_patches_2024.csv,train,0.0
grid_434560_9392000,2024_01,2024,1,0,hutan_sehat,0.0,0.9989521696252466,0.990234375,1.0,0.990234375,0.8186369611856145,0.000732421875,1,104.40921547047846,-5.50030478246631,434560.0,9392000.0,metadata_patches_2024.csv,train,0.009765625
grid_435840_9375360,2024_01,2024,1,0,hutan_sehat,0.0011484934468315,0.993852182137549,0.937744140625,0.9656982421875,0.9355328024270004,0.8541182205422482,0.0003792188092529389,1,104.42062316333087,-5.650841398458649,435840.0,9375360.0,metadata_patches_2024.csv,train,0.062255859375
grid_435840_9376640,2024_01,2024,1,0,hutan_sehat,0.0,1.0,0.966064453125,1.0,0.966064453125,0.871026887513251,0.00201416015625,1,104.42063466018902,-5.639262558003711,435840.0,9376640.0,metadata_patches_2024.csv,val,0.033935546875
grid_435840_9380480,2024_01,2024,1,0,hutan_sehat,0.0030450669914738,0.9863733252131548,0.8017578125,1.0,0.8017578125,0.8761679879981473,0.0,1,104.42066900701498,-5.604526008958755,435840.0,9380480.0,metadata_patches_2024.csv,train,0.1983642578125
grid_435840_9381760,2024_01,2024,1,0,hutan_sehat,0.0,0.990869474994812,0.88238525390625,1.0,0.88238525390625,0.8722976639031929,0.0,1,104.4206804080422,-5.592947150010831,435840.0,9381760.0,metadata_patches_2024.csv,test,0.11785888671875
grid_435840_9383040,2024_01,2024,1,0,hutan_sehat,0.00012521129405872408,0.9968071120015024,0.97491455078125,1.0,0.97491455078125,0.8731600469183486,0.0,1,104.42069178510118,-5.5813682865359855,435840.0,9383040.0,metadata_patches_2024.csv,val,0.02508544921875
grid_435840_9384320,2024_01,2024,1,0,hutan_sehat,0.0,0.9998168050806058,0.99951171875,1.0,0.99951171875,0.8496248255453708,0.0,1,104.42070313824205,-5.569789418556205,435840.0,9384320.0,metadata_patches_2024.csv,train,0.00048828125
grid_435840_9388160,2024_01,2024,1,0,hutan_sehat,0.0,0.99987786259542,1.0,0.99945068359375,1.0,0.8505291343829063,0.0,1,104.42073705393992,-5.535052787058851,435840.0,9388160.0,metadata_patches_2024.csv,train,0.0
grid_435840_9389440,2024_01,2024,1,0,hutan_sehat,0.0,0.999755859375,1.0,1.0,1.0,0.8282182783875855,0.0,1,104.42074831131552,-5.523473900804714,435840.0,9389440.0,metadata_patches_2024.csv,val,0.0
grid_435840_9390720,2024_01,2024,1,0,hutan_sehat,0.0,0.980682871195381,0.85626220703125,1.0,0.85626220703125,0.8154019788401613,0.0,1,104.42075954471764,-5.511895010091971,435840.0,9390720.0,metadata_patches_2024.csv,val,0.14373779296875
grid_435840_9392000,2024_01,2024,1,0,hutan_sehat,0.0,0.9998329982769618,0.9514715456843988,0.99945068359375,0.953526717557252,0.840427971955931,0.001648854961832,1,104.4207707542399,-5.500316114750924,435840.0,9392000.0,metadata_patches_2024.csv,val,0.0029296875
grid_437120_9375360,2024_01,2024,1,0,hutan_sehat,0.0013318112633181,0.9908041603247084,0.96240234375,1.0,0.96240234375,0.8490272164564986,0.000732421875,1,104.43218141496138,-5.65085281286676,437120.0,9375360.0,metadata_patches_2024.csv,train,0.03759765625
grid_437120_9383040,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,1.0,1.0,0.8762686438105279,0.0,1,104.43224866801548,-5.581379559742032,437120.0,9383040.0,metadata_patches_2024.csv,val,0.0
grid_437120_9384320,2024_01,2024,1,0,hutan_sehat,0.0,0.9929792628225964,0.93890380859375,1.0,0.93890380859375,0.8441726957207522,0.0,1,104.43225979463551,-5.569800668164812,437120.0,9384320.0,metadata_patches_2024.csv,train,0.06109619140625
grid_437120_9388160,2024_01,2024,1,0,hutan_sehat,0.0,0.999938725490196,1.0,0.99609375,1.0,0.8598978205563571,0.0,1,104.43229303385996,-5.535063966115933,437120.0,9388160.0,metadata_patches_2024.csv,train,0.0
grid_437120_9389440,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,1.0,1.0,0.8557009339272703,0.00079345703125,1,104.43230406664348,-5.523485056343123,437120.0,9389440.0,metadata_patches_2024.csv,test,0.0
grid_438400_9384320,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,1.0,1.0,0.8698701674768184,0.0,1,104.44381647452155,-5.569811691097268,438400.0,9384320.0,metadata_patches_2024.csv,train,0.0
grid_438400_9386880,2024_01,2024,1,0,hutan_sehat,0.0,0.9982275547072056,0.89532470703125,1.0,0.89532470703125,0.8540157616956846,0.0,1,104.44383820597476,-5.546653848251324,438400.0,9386880.0,metadata_patches_2024.csv,train,0.10467529296875
grid_438400_9388160,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,0.99908447265625,1.0,0.8667182219217123,0.0,1,104.4438490371706,-5.535074919911105,438400.0,9388160.0,metadata_patches_2024.csv,train,0.0
grid_438400_9389440,2024_01,2024,1,0,hutan_sehat,0.0,0.9991675428340068,0.8165577608852743,0.967041015625,0.8405705629891441,0.8704685043055179,0.0210174198434738,1,104.44385984547677,-5.52349598711951,438400.0,9389440.0,metadata_patches_2024.csv,train,0.0
grid_439680_9383040,2024_01,2024,1,0,hutan_sehat,0.0,0.9995891536565324,0.891357421875,1.0,0.891357421875,0.8611565596637177,0.0,1,104.45536250361614,-5.581401424634003,439680.0,9383040.0,metadata_patches_2024.csv,train,0.108642578125
grid_439680_9384320,2024_01,2024,1,0,hutan_sehat,0.0,1.0,1.0,1.0,1.0,0.8696081418697941,0.0,1,104.45537317738366,-5.569822487452662,439680.0,9384320.0,metadata_patches_2024.csv,train,0.0
grid_439680_9385600,2024_01,2024,1,0,hutan_sehat,0.0,0.9886012973109138,0.96917724609375,1.0,0.96917724609375,0.8443938460207366,0.0,1,104.45538382856712,-5.558243545697736,439680.0,9385600.0,metadata_patches_2024.csv,train,0.03082275390625
grid_439680_9386880,2024_01,2024,1,0,hutan_sehat,0.0,0.999877029021151,0.99267578125,1.0,0.99267578125,0.8537663473051349,0.0,1,104.45539445732608,-5.546664599420281,439680.0,9386880.0,metadata_patches_2024.csv,train,0.00732421875
grid_439680_9388160,2024_01,2024,1,0,hutan_sehat,0.0,0.9994430452006584,0.9982869466275588,1.0,0.99896240234375,0.8686879175190841,0.0064697265625,1,104.4554050635004,-5.535085648514168,439680.0,9388160.0,metadata_patches_2024.csv,train,0.0
grid_440960_9384320,2024_01,2024,1,0,hutan_sehat,0.0,0.9942558409706984,0.9456787109375,1.0,0.9456787109375,0.8451598731898073,0.0,1,104.46692990272643,-5.569833057133474,440960.0,9384320.0,metadata_patches_2024.csv,train,0.0543212890625
grid_440960_9385600,2024_01,2024,1,0,hutan_sehat,0.0,0.9871523093723904,0.95013427734375,1.0,0.95013427734375,0.8492820687004726,0.0,1,104.46694032798634,-5.558254093271716,440960.0,9385600.0,metadata_patches_2024.csv,train,0.04986572265625
grid_440960_9386880,2024_01,2024,1,0,hutan_sehat,0.0,0.99993754683987,0.977294921875,1.0,0.977294921875,0.8675135554512408,0.0,1,104.466950731173,-5.546675124842868,440960.0,9386880.0,metadata_patches_2024.csv,train,0.022705078125
grid_440960_9388160,2024_01,2024,1,0,hutan_sehat,0.0,0.998691257117049,0.8624255611390481,0.993408203125,0.8715286311132957,0.8759157115485838,0.0125337920865077,1,104.46696111242142,-5.535096151829461,440960.0,9388160.0,metadata_patches_2024.csv,train,0.0634765625
grid_469120_9344640,2024_01,2024,1,0,hutan_sehat,0.0,0.9518409497635658,0.8296702665819282,0.6121555278100774,0.9043514383632776,0.8189336723055277,0.0496532440395282,1,104.72100782260132,-5.928965177928114,469120.0,9344640.0,metadata_patches_2024.csv,test,0.12042236328125
grid_347520_9456000,2024_02,2024,2,0,hutan_sehat,0.0033529131695654,0.9840887785079248,0.9974219228756738,0.9892315723894458,0.9980793032718176,0.842998967263515,0.2908517424969823,1,103.62479753939375,-4.920197223502026,347520.0,9456000.0,metadata_patches_2024.csv,train,0.002197265625
grid_348800_9456000,2024_02,2024,2,0,hutan_sehat,0.00012218217362086872,0.9930356161036104,0.99908447265625,1.0,0.99908447265625,0.8472454161955616,0.74554443359375,1,103.63633951677396,-4.920220959193387,348800.0,9456000.0,metadata_patches_2024.csv,train,0.00091552734375
grid_348800_9457280,2024_02,2024,2,0,hutan_sehat,0.0001838460595661233,0.9908689790415492,0.99798583984375,0.99798583984375,0.997981774814996,0.8723349525823775,0.3238945630236682,1,103.6363630542036,-4.908644552388883,348800.0,9457280.0,metadata_patches_2024.csv,train,0.00201416015625
grid_350080_9456000,2024_02,2024,2,0,hutan_sehat,0.0002888680405381908,0.9865650715668955,0.9503855986070562,0.8939208984375,0.9473576403113478,0.8531408272014464,0.553120305885566,1,103.64788155016102,-4.920244494962581,350080.0,9456000.0,metadata_patches_2024.csv,train,0.0
grid_350080_9458560,2024_02,2024,2,0,hutan_sehat,0.004150390625,0.97662353515625,1.0,1.0,1.0,0.8450935260022674,0.8135986328125,1,103.64792817128004,-4.897091565937761,350080.0,9458560.0,metadata_patches_2024.csv,val,0.0
grid_350080_9461120,2024_02,2024,2,0,hutan_sehat,0.0045166015625,0.9698486328125,1.0,1.0,1.0,0.8269577437516265,0.35614013671875,1,103.6479745697861,-4.873938620436978,350080.0,9461120.0,metadata_patches_2024.csv,train,0.0
grid_351360_9458560,2024_02,2024,2,0,hutan_sehat,0.0045512177227784,0.9658561733850516,0.9913555070598364,0.98724365234375,0.9925193199381762,0.8392040804300956,0.7903554868624421,1,103.65946986265482,-4.897114791459493,351360.0,9458560.0,metadata_patches_2024.csv,train,0.0
grid_353920_9459840,2024_02,2024,2,0,hutan_sehat,0.0042173871369692,0.9205405923511932,0.994873046875,0.64068603515625,0.9939030199104506,0.8004335863655528,0.2289225492997999,1,103.68257604318094,-4.885584010891034,353920.0,9459840.0,metadata_patches_2024.csv,train,0.005126953125
grid_356480_9458560,2024_02,2024,2,0,hutan_sehat,0.0035615681681074,0.9219671142072782,0.8065338734174077,0.95965576171875,0.8070978820835718,0.8029716770653305,0.1095846848565795,1,103.70563717518412,-4.8972057039132615,356480.0,9458560.0,metadata_patches_2024.csv,train,0.0
grid_359040_9459840,2024_02,2024,2,0,hutan_sehat,0.0003760246672181695,0.9815747913063096,0.86962890625,0.93939208984375,0.8639464622181795,0.8362690679802348,0.0220908323045935,1,103.72874299303987,-4.885673119365892,359040.0,9459840.0,metadata_patches_2024.csv,val,0.13037109375
grid_360320_9458560,2024_02,2024,2,0,hutan_sehat,0.00016239038648911984,0.987252354660604,0.86688232421875,0.8681640625,0.8658605174353206,0.8465129327254197,0.2352362204724409,1,103.74026322048567,-4.897271798962757,360320.0,9458560.0,metadata_patches_2024.csv,train,0.13311767578125
grid_361600_9456000,2024_02,2024,2,0,hutan_sehat,0.0025541747299946,0.9818699682966576,0.9326246075670496,0.99896240234375,0.938412659619967,0.8640087380131043,0.1969206329809983,1,103.75176229825038,-4.9204473206281945,361600.0,9456000.0,metadata_patches_2024.csv,val,0.00225830078125
grid_361600_9457280,2024_02,2024,2,0,hutan_sehat,0.0004283538640090332,0.9966332972895348,0.997412827443469,1.0,0.9979248046875,0.8589849385103481,0.05084228515625,1,103.75178384483814,-4.908870378656148,361600.0,9457280.0,metadata_patches_2024.csv,test,0.0
grid_361600_9458560,2024_02,2024,2,0,hutan_sehat,0.0,0.9981079717457114,0.9677734375,1.0,0.9677734375,0.846747061980013,0.072265625,1,103.75180533992504,-4.897293432667234,361600.0,9458560.0,metadata_patches_2024.csv,val,0.0322265625
grid_362880_9457280,2024_02,2024,2,0,hutan_sehat,0.00030813655121254206,0.9860053043599708,0.9903861251607396,1.0,0.990966796875,0.8384382025789258,0.447021484375,1,103.76332621415705,-4.908891864266695,362880.0,9457280.0,metadata_patches_2024.csv,train,0.00830078125
grid_364160_9457280,2024_02,2024,2,0,hutan_sehat,0.0009370882571455644,0.991080994742181,0.85631151390794,0.9923095703125,0.8585926928281461,0.8458967138939543,0.0538196580145159,1,103.77486863458162,-4.9089131503847865,364160.0,9457280.0,metadata_patches_2024.csv,train,0.07891845703125
grid_364160_9458560,2024_02,2024,2,0,hutan_sehat,0.0012281835811247,0.9737556561085972,0.94622802734375,0.99798583984375,0.946119503394288,0.8314217743546368,0.1138156687664363,1,103.77488973240403,-4.897336102992486,364160.0,9458560.0,metadata_patches_2024.csv,train,0.05377197265625
grid_365440_9459840,2024_02,2024,2,0,hutan_sehat,0.0,1.0,0.803955078125,0.99395751953125,0.8088424930918022,0.8287024045659861,0.0012895302425544,1,103.78645285372797,-4.885780038262921,365440.0,9459840.0,metadata_patches_2024.csv,train,0.196044921875
grid_368000_9456000,2024_02,2024,2,0,hutan_sehat,0.0005995203836930455,0.9292565947242206,0.8291015625,0.98114013671875,0.8301088646967341,0.7680038050138758,0.0916329704510108,1,103.80947564531516,-4.92055300355559,368000.0,9456000.0,metadata_patches_2024.csv,val,0.1708984375
grid_376960_9440640,2024_02,2024,2,0,hutan_sehat,0.0,0.9899708456398224,0.8859157188765607,0.97705078125,0.8871189405297352,0.8440074951874782,0.1001374312843578,1,103.89004293025609,-5.0596224991071495,376960.0,9440640.0,metadata_patches_2024.csv,train,0.05108642578125
grid_376960_9441920,2024_02,2024,2,0,hutan_sehat,0.00019171779141104292,0.9868353783231084,1.0,0.955078125,1.0,0.8131252104424922,0.0629473415132924,1,103.89006263547228,-5.048045027121033,376960.0,9441920.0,metadata_patches_2024.csv,val,0.0
grid_376960_9443200,2024_02,2024,2,0,hutan_sehat,0.0033993593515068,0.972739752892724,0.9375,0.99615478515625,0.9372587464003432,0.8249461697708049,0.0134182954475828,1,103.89008229493724,-5.036467550976053,376960.0,9443200.0,metadata_patches_2024.csv,train,0.0625
grid_376960_9444480,2024_02,2024,2,0,hutan_sehat,0.00012426991425375916,0.989126382502796,0.99456787109375,0.98773193359375,0.9945004016560588,0.8436386207054978,0.0328122103441883,1,103.89010190869996,-5.024890070650686,376960.0,9444480.0,metadata_patches_2024.csv,train,0.00543212890625
grid_376960_9445760,2024_02,2024,2,0,hutan_sehat,0.0018447753327184,0.8919488733693504,0.97576904296875,0.9505615234375,0.9745730062925388,0.792148549215006,0.0667137536920508,1,103.8901214767618,-5.0133125861243455,376960.0,9445760.0,metadata_patches_2024.csv,val,0.02423095703125
grid_376960_9447040,2024_02,2024,2,0,hutan_sehat,0.00028078056998455706,0.9171697318545556,0.9283447265625,0.93524169921875,0.929713502577824,0.7816450417533075,0.1489264504339881,1,103.89014099907956,-5.001735097479644,376960.0,9447040.0,metadata_patches_2024.csv,val,0.0716552734375
grid_376960_9448320,2024_02,2024,2,0,hutan_sehat,0.0024951109312832,0.8080787645829118,0.9267578125,0.9710693359375,0.9320553111250786,0.7258472344251131,0.1345065996228787,1,103.89016047574196,-4.990157604575894,376960.0,9448320.0,metadata_patches_2024.csv,train,0.0732421875
grid_378240_9443200,2024_02,2024,2,0,hutan_sehat,0.00025136680701313394,0.990008169421228,0.99627685546875,0.9749755859375,0.9961812946037312,0.8313564596138316,0.0906473018655315,1,103.901627460776,-5.036487140230888,378240.0,9443200.0,metadata_patches_2024.csv,train,0.00372314453125
grid_378240_9444480,2024_02,2024,2,0,hutan_sehat,0.0001255413972757517,0.9927185989580064,0.982421875,0.98992919921875,0.9822430482767124,0.8303627862928964,0.0062272643196251,1,103.90164687062008,-5.024909614669107,378240.0,9444480.0,metadata_patches_2024.csv,train,0.017578125
grid_391040_9425280,2024_02,2024,2,0,hutan_sehat,0.0,0.9993246389166388,0.8914955289360194,0.99298095703125,0.8944618599791013,0.8893154118910445,0.0039338619460323,1,104.01683408975876,-5.198762659502304,391040.0,9425280.0,metadata_patches_2024.csv,train,0.0
grid_391040_9426560,2024_02,2024,2,0,hutan_sehat,0.0,0.9987301587301588,1.0,0.9613037109375,1.0,0.8871343985898192,0.0674920634920634,1,104.01685202737109,-5.187184766582525,391040.0,9426560.0,metadata_patches_2024.csv,train,0.0
grid_391040_9427840,2024_02,2024,2,0,hutan_sehat,0.0,0.99578857421875,1.0,1.0,1.0,0.8721107800090134,0.0,1,104.01686992445214,-5.175606869426621,391040.0,9427840.0,metadata_patches_2024.csv,train,0.0
grid_391040_9429120,2024_02,2024,2,0,hutan_sehat,0.0,0.9945234834815974,0.9669613109152236,1.0,0.96844482421875,0.8677468860183768,0.0,1,104.0168877809974,-5.164028967993943,391040.0,9429120.0,metadata_patches_2024.csv,train,0.0281982421875
grid_391040_9431680,2024_02,2024,2,0,hutan_sehat,0.00360107421875,0.9893798828125,1.0,1.0,1.0,0.8501333094010932,0.00616455078125,1,104.01692337249555,-5.140873152220333,391040.0,9431680.0,metadata_patches_2024.csv,val,0.0
grid_391040_9432960,2024_02,2024,2,0,hutan_sehat,0.0,0.998291015625,1.0,1.0,1.0,0.8523718377134086,0.0,1,104.016941107471,-5.129295238045261,391040.0,9432960.0,metadata_patches_2024.csv,train,0.0
grid_391040_9434240,2024_02,2024,2,0,hutan_sehat,0.0006111639277468423,0.9760966997147902,0.8988037109375,1.0,0.8988037109375,0.834953259579885,0.01654052734375,1,104.0169588019783,-5.11771731951948,391040.0,9434240.0,metadata_patches_2024.csv,train,0.1011962890625
grid_392320_9424000,2024_02,2024,2,0,hutan_sehat,0.0001902587519025875,0.9938483003551496,0.9635009765625,0.9989013671875,0.9634608334351704,0.8689742521637508,0.0248686300867652,1,104.02836486537863,-5.210358485994695,392320.0,9424000.0,metadata_patches_2024.csv,train,0.0364990234375
grid_392320_9425280,2024_02,2024,2,0,hutan_sehat,0.0,0.9993262281024132,1.0,0.9964599609375,1.0,0.8941613184041706,0.0055126791620727,1,104.02838263244128,-5.198780557332078,392320.0,9425280.0,metadata_patches_2024.csv,val,0.0
grid_392320_9426560,2024_02,2024,2,0,hutan_sehat,0.0,0.9996154092686368,1.0,0.95220947265625,1.0,0.8816364881922394,0.053458111659509,1,104.0284003594591,-5.187202624406418,392320.0,9426560.0,metadata_patches_2024.csv,val,0.0
grid_392320_9427840,2024_02,2024,2,0,hutan_sehat,0.0,0.9966313162819712,1.0,0.9783935546875,1.0,0.8687746238321374,0.0006238303181534623,1,104.02841804641074,-5.1756246871524105,392320.0,9427840.0,metadata_patches_2024.csv,train,0.0
grid_392320_9429120,2024_02,2024,2,0,hutan_sehat,0.0,0.97674560546875,1.0,1.0,1.0,0.8518652737237951,0.0,1,104.02843569332435,-5.164046745606058,392320.0,9429120.0,metadata_patches_2024.csv,test,0.0
grid_392320_9430400,2024_02,2024,2,0,hutan_sehat,0.0,0.9887448005872278,0.997802734375,1.0,0.997802734375,0.8483384689482951,0.0,1,104.0284533001369,-5.152468799877534,392320.0,9430400.0,metadata_patches_2024.csv,train,0.002197265625
grid_392320_9432960,2024_02,2024,2,0,hutan_sehat,0.0,0.99609375,1.0,1.0,1.0,0.8599120346792046,0.0,1,104.02848839366754,-5.129312895472252,392320.0,9432960.0,metadata_patches_2024.csv,train,0.0
grid_392320_9434240,2024_02,2024,2,0,hutan_sehat,0.0011656709893632,0.9817863907911992,0.8377685546875,1.0,0.8377685546875,0.8463653144582839,0.0,1,104.028505880379,-5.117734936911048,392320.0,9434240.0,metadata_patches_2024.csv,train,0.1622314453125
grid_392320_9435520,2024_02,2024,2,0,hutan_sehat,0.0,0.986577668141914,0.84124755859375,1.0,0.84124755859375,0.8271834599916558,0.00091552734375,1,104.02852332697836,-5.106156974172378,392320.0,9435520.0,metadata_patches_2024.csv,train,0.15875244140625
grid_393600_9424000,2024_02,2024,2,0,hutan_sehat,0.0,0.99798583984375,1.0,1.0,1.0,0.8654690409049531,0.0003662109375,1,104.0399136593014,-5.210376212051906,393600.0,9424000.0,metadata_patches_2024.csv,train,0.0
grid_393600_9425280,2024_02,2024,2,0,hutan_sehat,0.000549484095488125,0.9970694181573968,0.99969482421875,1.0,0.99969482421875,0.8776466153598507,0.0,1,104.03993121528684,-5.198798243827038,393600.0,9425280.0,metadata_patches_2024.csv,train,0.00030517578125
